iters,model,collpase,depth_schedule,base_noise,𝑝(𝑘=1),G1,G2,G3,G4,G1_share,G2_share,G3_share,G4_share,total_errors,fit
1000,NM,x,x,x,1.0,8000,0,8000,0,0.5,0.0,0.5,0.0,16000,0.2280000000000001
1000,BMc,x,x,x,1.0,0,0,8000,8000,0.0,0.0,0.5,0.5,16000,0.039999999999999925
1000,BMd,x,x,x,1.0,8000,8000,0,0,0.5,0.5,0.0,0.0,16000,-0.040000000000000036
1000,RAM,x,x,x,1.0,3978,4009,4026,3977,0.24878,0.250719,0.251782,0.248718,15990,0.773125703564728
